--- LK algorithm results for the problem lin318.tsp ---

Node_ID    X-coo        Y-coo
170         2118.000000   2607.000000
171         2150.000000   2544.000000
172         2189.000000   1536.000000
173         2220.000000   1520.000000
174         2220.000000   1961.000000
175         2228.000000   2063.000000
176         2244.000000   1473.000000
177         2276.000000   1646.000000
178         2276.000000   1827.000000
179         2276.000000   1985.000000
180         2315.000000   1985.000000
181         2315.000000   1827.000000
182         2315.000000   1646.000000
183         2331.000000   1473.000000
184         2346.000000   1646.000000
185         2346.000000   1827.000000
186         2346.000000   1985.000000
187         2362.000000   1473.000000
188         2402.000000   1488.000000
189         2402.000000   1551.000000
190         2480.000000   1473.000000
191         2496.000000   1701.000000
192         2528.000000   2607.000000
193         2559.000000   2544.000000
194         2630.000000   1961.000000
195         2638.000000   2063.000000
196         2756.000000   1400.000000
197         2787.000000   1400.000000
198         2803.000000   1701.000000
199         2835.000000   2607.000000
200         2866.000000   2544.000000
201         2906.000000   1400.000000
202         2937.000000   1400.000000
203         2937.000000   1961.000000
204         2945.000000   2063.000000
205         3016.000000   2607.000000
206         3055.000000   1400.000000
207         3087.000000   1400.000000
208         606.000000   1551.000000
209         1165.000000   1701.000000
210         1780.000000   1701.000000
211         63.000000   2733.000000
212         94.000000   2733.000000
213         142.000000   3032.000000
214         173.000000   3938.000000
215         205.000000   3875.000000
216         213.000000   2731.000000
217         244.000000   2731.000000
218         276.000000   3292.000000
219         283.000000   3394.000000
220         362.000000   2731.000000
221         394.000000   2731.000000
222         449.000000   3032.000000
223         480.000000   3938.000000
224         512.000000   3875.000000
225         528.000000   2819.000000
226         583.000000   3292.000000
227         591.000000   3394.000000
228         638.000000   3316.000000
229         638.000000   3158.000000
230         638.000000   2976.000000
231         638.000000   2804.000000
232         669.000000   2804.000000
233         677.000000   2977.000000
234         677.000000   3158.000000
235         677.000000   3316.000000
236         709.000000   3316.000000
237         709.000000   3158.000000
238         709.000000   2977.000000
239         701.000000   2804.000000
240         764.000000   2882.000000
241         811.000000   2851.000000
242         843.000000   2835.000000
243         858.000000   3032.000000
244         890.000000   3938.000000
245         921.000000   3875.000000
246         992.000000   3292.000000
247         1000.000000   3394.000000
248         1197.000000   3938.000000
249         1228.000000   3875.000000
250         1276.000000   2867.000000
251         1299.000000   3292.000000
252         1307.000000   3394.000000
253         1362.000000   3316.000000
254         1362.000000   3158.000000
255         1362.000000   2953.000000
256         1425.000000   3316.000000
257         1425.000000   3158.000000
258         1425.000000   2953.000000
259         1417.000000   2835.000000
260         1488.000000   2953.000000
261         1488.000000   3158.000000
262         1488.000000   3316.000000
263         1551.000000   3316.000000
264         1551.000000   3158.000000
265         1551.000000   2953.000000
266         1614.000000   2953.000000
267         1614.000000   3158.000000
268         1614.000000   3316.000000
269         1732.000000   2851.000000
270         1811.000000   3938.000000
271         1843.000000   3875.000000
272         1913.000000   3292.000000
273         1921.000000   3394.000000
274         2087.000000   3032.000000
275         2118.000000   3938.000000
276         2150.000000   3875.000000
277         2189.000000   2867.000000
278         2220.000000   2851.000000
279         2220.000000   3292.000000
280         2228.000000   3394.000000
281         2244.000000   2804.000000
282         2276.000000   2977.000000
283         2276.000000   3158.000000
284         2276.000000   3316.000000
285         2315.000000   3316.000000
286         2315.000000   3158.000000
287         2315.000000   2977.000000
288         2331.000000   2804.000000
289         2346.000000   2977.000000
290         2346.000000   3158.000000
291         2346.000000   3316.000000
292         2362.000000   2804.000000
293         2402.000000   2819.000000
294         2402.000000   2882.000000
295         2480.000000   2804.000000
296         2496.000000   3032.000000
297         2528.000000   3938.000000
298         2559.000000   3875.000000
299         2630.000000   3292.000000
300         2638.000000   3394.000000
301         2756.000000   2731.000000
302         2787.000000   2731.000000
303         2803.000000   3032.000000
304         2835.000000   3938.000000
305         2866.000000   3875.000000
306         2906.000000   2731.000000
307         2937.000000   2731.000000
308         2937.000000   3292.000000
309         2945.000000   3394.000000
310         3016.000000   3938.000000
311         3055.000000   2731.000000
312         3087.000000   2731.000000
313         606.000000   2882.000000
314         1165.000000   3032.000000
315         1780.000000   3032.000000
316         1417.000000   -79.000000
317         1496.000000   -79.000000
318         1693.000000   4055.000000

Size of tour: 318
MSTlen: 561079.013051

Number of unique elements: 318

---Final Tour---
142 49 17 69 263 255 7 32 306 86 128 112 27 219 298 252 116 182 76 262 133 249 82 126 59 52 93 276 123 213 63 132 171 40 189 80 74 173 232 269 113 295 95 99 29 1 62 26 265 48 222 178 94 65 25 254 79 227 159 176 215 216 192 98 115 194 214 18 304 129 16 235 121 188 158 211 246 259 165 106 39 77 10 208 54 24 168 273 305 156 241 282 289 228 150 240 224 84 307 144 303 196 277 195 108 172 218 229 201 28 272 136 138 58 166 66 311 260 248 147 251 60 4 91 143 283 288 124 299 45 19 125 44 239 151 245 175 198 205 266 102 225 104 181 317 30 164 127 14 275 212 141 137 238 78 96 231 36 11 134 155 187 34 47 258 167 12 57 179 287 5 204 170 297 281 253 309 230 73 185 61 237 310 270 217 140 197 70 131 233 120 64 284 42 88 110 152 46 191 193 190 247 148 261 300 293 97 31 9 2 89 157 146 55 226 186 75 296 292 107 267 285 85 20 280 243 117 206 209 242 135 67 41 286 236 244 223 202 161 111 38 290 71 81 3 114 291 130 83 316 37 177 278 318 139 21 210 250 199 87 312 43 163 200 302 256 72 8 92 105 6 174 315 15 100 184 294 264 162 90 118 279 50 271 154 257 53 23 51 103 308 169 274 68 149 153 301 119 122 33 22 35 314 183 203 313 56 220 221 109 234 13 160 268 101 145 180 207 142

Final Tour Length: 561079.013051

---Execution Time---
0.000044 seconds
