--- SA2OPT algorithm results for the problem pr439.tsp ---

Node_ID    X-coo        Y-coo
303         11575.000000   6825.000000
304         11675.000000   6825.000000
305         11850.000000   6975.000000
306         11975.000000   6975.000000
307         12225.000000   6975.000000
308         12350.000000   6975.000000
309         12475.000000   6975.000000
310         12600.000000   6975.000000
311         12725.000000   6875.000000
312         12850.000000   6975.000000
313         12975.000000   6975.000000
314         13125.000000   7025.000000
315         13275.000000   6975.000000
316         13400.000000   7025.000000
317         13400.000000   6525.000000
318         13275.000000   6575.000000
319         13125.000000   6525.000000
320         12975.000000   6575.000000
321         12850.000000   6575.000000
322         12725.000000   6675.000000
323         12600.000000   6575.000000
324         12475.000000   6575.000000
325         12350.000000   6575.000000
326         12225.000000   6575.000000
327         11975.000000   6575.000000
328         11850.000000   6575.000000
329         11675.000000   6575.000000
330         11575.000000   6675.000000
331         11575.000000   6575.000000
332         11425.000000   6575.000000
333         11050.000000   6625.000000
334         10950.000000   6625.000000
335         10850.000000   6625.000000
336         10750.000000   6625.000000
337         10650.000000   6625.000000
338         10550.000000   6625.000000
339         10450.000000   6625.000000
340         7075.000000   6675.000000
341         5675.000000   6650.000000
342         5175.000000   6650.000000
343         5050.000000   6575.000000
344         4650.000000   6575.000000
345         7650.000000   6375.000000
346         7750.000000   6375.000000
347         7750.000000   6500.000000
348         7850.000000   6375.000000
349         7900.000000   6500.000000
350         8100.000000   6375.000000
351         8200.000000   6375.000000
352         8200.000000   6500.000000
353         8300.000000   6375.000000
354         8350.000000   6500.000000
355         8550.000000   6375.000000
356         8650.000000   6375.000000
357         8650.000000   6500.000000
358         8750.000000   6375.000000
359         8800.000000   6500.000000
360         10450.000000   6325.000000
361         10550.000000   6325.000000
362         10650.000000   6325.000000
363         10750.000000   6325.000000
364         10850.000000   6325.000000
365         10950.000000   6325.000000
366         11050.000000   6325.000000
367         11100.000000   6075.000000
368         10950.000000   6075.000000
369         10800.000000   6125.000000
370         10300.000000   6125.000000
371         5550.000000   5675.000000
372         5625.000000   5625.000000
373         5675.000000   5750.000000
374         6175.000000   5750.000000
375         6225.000000   5625.000000
376         7625.000000   5850.000000
377         7875.000000   5850.000000
378         10950.000000   5800.000000
379         7875.000000   5350.000000
380         7625.000000   5350.000000
381         6175.000000   5400.000000
382         5675.000000   5400.000000
383         5550.000000   5425.000000
384         5550.000000   5200.000000
385         10950.000000   5300.000000
386         11050.000000   5075.000000
387         11200.000000   5075.000000
388         11350.000000   4875.000000
389         7875.000000   4875.000000
390         7675.000000   4875.000000
391         6225.000000   5000.000000
392         6175.000000   4875.000000
393         5675.000000   4875.000000
394         5625.000000   5000.000000
395         5550.000000   4950.000000
396         5550.000000   4475.000000
397         5550.000000   4675.000000
398         5675.000000   4675.000000
399         6175.000000   4675.000000
400         11350.000000   4425.000000
401         11350.000000   4650.000000
402         13225.000000   4275.000000
403         4225.000000   4075.000000
404         13225.000000   4075.000000
405         13225.000000   3700.000000
406         6350.000000   3600.000000
407         5950.000000   3600.000000
408         4225.000000   3675.000000
409         4225.000000   3525.000000
410         4475.000000   3300.000000
411         4475.000000   3450.000000
412         4975.000000   3300.000000
413         4975.000000   3450.000000
414         7900.000000   3350.000000
415         10650.000000   3525.000000
416         10850.000000   3525.000000
417         13225.000000   3500.000000
418         13225.000000   3125.000000
419         8275.000000   3000.000000
420         8125.000000   3000.000000
421         7900.000000   3200.000000
422         4975.000000   3000.000000
423         4975.000000   3150.000000
424         4475.000000   3000.000000
425         4475.000000   3150.000000
426         4225.000000   3125.000000
427         4675.000000   2700.000000
428         13225.000000   2925.000000
429         13225.000000   2525.000000
430         4675.000000   2550.000000
431         13225.000000   2325.000000
432         4675.000000   1825.000000
433         4675.000000   1975.000000
434         1975.000000   4025.000000
435         2075.000000   5675.000000
436         1975.000000   5575.000000
437         1875.000000   5475.000000
438         1775.000000   5375.000000
439         2075.000000   6475.000000

Size of tour: 439
MSTlen: 113560.843536

Number of unique elements: 439

---Final Tour---
1 4 5 6 7 8 9 10 11 12 13 14 15 16 17 33 34 35 36 37 38 57 58 78 86 87 77 59 60 61 76 75 62 32 30 31 74 73 63 29 28 27 26 64 25 23 24 22 21 20 19 18 68 67 66 65 72 71 70 69 91 90 89 88 107 108 109 110 111 112 146 144 147 148 145 185 190 224 223 222 191 193 194 195 196 197 180 179 178 177 159 158 157 156 155 154 181 182 183 192 184 150 151 143 152 153 142 141 140 139 138 121 122 101 120 117 119 118 116 115 103 114 113 106 105 104 102 92 93 94 100 95 96 97 98 99 125 123 124 126 127 129 128 130 131 132 133 167 165 166 164 163 162 134 135 136 137 160 161 175 173 174 172 171 170 169 168 208 207 206 205 203 204 176 202 201 200 199 198 216 215 214 213 212 211 210 250 251 209 253 254 255 252 249 248 247 246 245 244 243 242 241 217 218 219 220 221 238 239 240 267 237 236 235 234 233 272 271 270 269 268 305 306 266 265 264 307 308 309 310 263 262 261 260 311 312 313 314 259 258 257 256 316 315 317 318 319 320 321 322 323 324 325 326 327 328 329 331 332 330 304 303 302 301 273 274 275 276 277 278 279 294 295 296 297 298 299 300 333 334 335 336 337 338 339 360 361 362 363 364 365 366 368 367 402 404 405 417 418 428 429 431 416 415 400 401 388 387 386 385 378 369 370 359 358 356 355 353 351 350 352 354 357 293 292 291 290 289 288 349 347 346 348 377 379 389 390 380 376 345 340 287 286 285 280 232 231 225 189 188 187 230 281 282 229 284 344 343 342 341 373 371 372 383 384 395 397 396 398 393 394 382 374 375 381 391 392 399 414 419 420 421 406 407 413 412 423 422 432 433 430 427 424 426 425 410 411 409 408 403 434 438 437 436 435 439 283 228 227 226 186 149 85 84 83 53 54 55 56 82 81 80 79 47 44 42 39 40 41 43 45 46 49 48 50 51 52 2 3 1

Final Tour Length: 113560.843536

---Execution Time---
0.838602 seconds
